Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Column42,Column43,Column44,Column45,Column46,Column47,Column48,Column49,Column50,Column51,Column52,Column53,Column54,Column55,Column56,Column57,Column58,Column59,Column60,Column61,Column62,Column63,Column64,Column65,Column66,Column67,Column68,Column69,Column70,Column71,Column72,Column73,Column74,Column75,Column76,Column77,Column78,Column79,Column80,Column81,Column82,Column83,Column84,Column85,Column86,Column87,Column88,Column89,Column90,Column91,Column92,Column93,Column94,Column95,Column96,Column97,Column98,Column99,Column100,Column101,Column102,Column103,Column104,Column105,Column106,Column107,Column108,Column109,Column110,Column111,Column112,Column113,Column114,Column115,Column116,Column117,Column118,Column119,Column120,Column121,Column122,Column123,Column124,Column125,Column126,Column127,Column128,Column129,Column130,Column131,Column132,Column133,Column134,Column135,Column136,Column137,Column138,Column139,Column140,Column141,Column142,Column143,Column144,Column145,Column146,Column147,Column148,Column149,Column150,Column151,Column152,Column153,Column154,Column155,Column156,Column157,Column158,Column159
Console apps,,Libraries,Microservices,Mobile apps,Native desktop apps,Web apps,Web services / APIs,,,.NET Framework 4.0 – 4.7.2,.NET Framework 4.8,,.NET Core 2.1 LTS,.NET Core 2.2,.NET Core 3.0,.NET Core 3.1 LTS,.NET 5,,,,,ASP.NET MVC,ASP.NET Web API,,ASP.NET SignalR,ASP.NET WebForms,ASP.NET Razor Pages,,ML.NET,Windows Forms (WinForms),Windows Presentation Foundation (WPF),Universal Windows Platform (UWP),,,,Angular,,React,Vue,,,,Visual Studio,Visual Studio Code,Visual Studio for Mac,.NET Command Line Interface (CLI),,GitHub,,C#,VB.NET,,TypeScript,JavaScript,,,,,,,,C#,VB.NET,,TypeScript,JavaScript,,,,,,,,,,,,,,C++,,Go,Rust,,,Amazon Web Services,Google Cloud Platform,Microsoft Azure,,,,,,Logging,Very familiar,Strongly approve,Apache Foundation,Cloud Native Computing Foundation (CNCF),,Linux Foundation,OpenJS Foundation,.NET Foundation,,,Met expectations,Met expectations,Spotlight on worthy projects that gain legitimacy by being included on the foundation. This is good for the uptake of said projects and open source in general.,Just keep doing what you've been doing. :) Maybe have a bug bounty list or something like that?,Strongly approve,Strongly agree,Strongly agree,5,1,3,2,4,6,,"Contributor (contributes code, logs issues, etc.)",Consumer (downloads and uses),,,Don't Know,Yes,Yes,Yes,,Yes,,Male,,Australia/Oceania,,"Between $100,000 and $150,000","501-1,000",10-Feb,15 to 19 years,,,,,,"Developer, backend",,"Developer, enterprise","Developer, frontend","Developer, fullstack",,,"Developer, DevOps",,,,,,,,
Console apps,,Libraries,Microservices,,,,Web services / APIs,,,,,,,,,,.NET 5,,,,,,ASP.NET Web API,,ASP.NET SignalR,,,,,,,,,,,,,,,,,Aurelia ,Visual Studio,Visual Studio Code,,.NET Command Line Interface (CLI),,GitHub,,C#,,,TypeScript,,,,,,Rust,,,C#,,F#,TypeScript,JavaScript,Java,C++,Python,Go,Rust,,,,,,,,,,,,Rust,,,,,Microsoft Azure,,,,,,Orleans  ,Very familiar,Approve,Apache Foundation,Cloud Native Computing Foundation (CNCF),,Linux Foundation,,.NET Foundation,,,Met expectations,Met expectations,,,Approve,Agree,Neither agree nor disagree,1,4,2,6,5,3,,"Contributor (contributes code, logs issues, etc.)",Consumer (downloads and uses),,,Yes,Yes,Yes,Yes,,Yes,,Prefer not to say,,Europe,,"Between $75,000 and $99,999",Nov-50,10-Feb,5 to 9 years,,,,Database adminstrator,Designer,"Developer, backend",,,"Developer, frontend","Developer, fullstack",,,"Developer, DevOps",Educator,,Researcher,,Product manager,,Systems admin,
Console apps,,Libraries,,,,Web apps,Web services / APIs,,,,,,,,,,.NET 5,,,,Entity Framework,ASP.NET MVC,ASP.NET Web API,,,,ASP.NET Razor Pages,,,,,,,,,,,,Vue,,,,Visual Studio,Visual Studio Code,,,,,,C#,,,,JavaScript,,,,,,,,C#,VB.NET,,,JavaScript,,,Python,,Rust,,,,,,,,,,,,Rust,,,,,Microsoft Azure,,,,,,,Somewhat familiar,Approve,Apache Foundation,,,Linux Foundation,,.NET Foundation,,,Exceeded expectations,Met expectations,Support to open source libraries. I feel a library is safer to use if they are part of the foundation,No restriction on open source contributions to become a member ,Strongly approve,Strongly agree,Strongly agree,6,2,3,5,1,4,,,Consumer (downloads and uses),,,No,No,Don't Know,Yes,,Yes,,Male,,North America,,"Between $100,000 and $150,000","1,001-5000",Nov-50,5 to 9 years,,,,,,,,,,"Developer, fullstack",,,,,,,,,,,
,,,,,,Web apps,Web services / APIs,,,,,,,,,.NET Core 3.1 LTS,,,,,Entity Framework,ASP.NET MVC,ASP.NET Web API,,,,,,,,,,,,,Angular,,,,,,,Visual Studio,Visual Studio Code,,,,,,C#,,,TypeScript,,,,,Go,,,,C#,,,TypeScript,,,,,Go,,,,,,,,,,,,,Rust,,,Amazon Web Services,,,,,,,,Newtonsoft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Microservices,,,Web apps,Web services / APIs,,,.NET Framework 4.0 – 4.7.2,,,.NET Core 2.1 LTS,,,.NET Core 3.1 LTS,,,,,Entity Framework,,ASP.NET Web API,,ASP.NET SignalR,,,,,,,,,,,Angular,,,,,,,,Visual Studio Code,,,JetBrains Rider,GitHub,,C#,,,TypeScript,JavaScript,,,,,,,,C#,,,TypeScript,JavaScript,,,,,,,,,,,,,,,,Go,,,,,,,,,,None,,"Autofac, Serilog, ",Very familiar,Neither approve nor disapprove,Apache Foundation,Cloud Native Computing Foundation (CNCF),,Linux Foundation,OpenJS Foundation,.NET Foundation,,,Below expectations,Below expectations,,,Approve,Neither agree nor disagree,Agree,4,5,1,3,6,2,,"Contributor (contributes code, logs issues, etc.)",,,,Don't Know,Yes,Yes,Yes,,Don't Know,,Male,,Europe,,"Between $50,000 and $74,999","501-1,000",Nov-50,10 to 14 years,,,,,,,,,,"Developer, fullstack",,,,,,,,,,,
Console apps,,Libraries,Microservices,,,Web apps,Web services / APIs,,,,,,,,,.NET Core 3.1 LTS,.NET 5,,,,,ASP.NET MVC,ASP.NET Web API,,,,,,,,,,,,,,,,,,Not writing single-page apps,,,Visual Studio Code,,.NET Command Line Interface (CLI),,,,C#,,,,,,,,,,,,C#,,,,,,,,,,,,C#,,,,,,C++,,,,,,,,,,,,None,,,Somewhat familiar,Approve,Apache Foundation,,,Linux Foundation,,.NET Foundation,,,Exceeded expectations,Exceeded expectations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Microservices,,,Web apps,,,,,,,,,,,,,,.NET 6.02,Entity Framework,,,ASP.NET Blazor,ASP.NET SignalR,,ASP.NET Razor Pages,,,,,,,,,,Blazor,,,,,,Visual Studio,,,,,,,C#,,F#,TypeScript,,,,,,,,,C#,,F#,TypeScript,,Java,,Python,,,,,,,,TypeScript,JavaScript,,,,Go,,,Q#,,Google Cloud Platform,Microsoft Azure,,,,,,Mainly compression and and especially serialization with how mind numbing that can get.,Somewhat familiar,Neither approve nor disapprove,,,,,,,,,Met expectations,Met expectations,,,Neither approve nor disapprove,Agree,Agree,2,3,4,1,5,6,,,Consumer (downloads and uses),,,No,No,Yes,Don't know,,Don't Know,,Male,,North America,,"Between $50,000 and $74,999",1,1,1 to 4 years,,,,,,,,,,,,,,,,,,,,,Easily board if I'm not doing challenging stuff.
Console apps,,Libraries,Microservices,,,Web apps,Web services / APIs,,,,,,,,,.NET Core 3.1 LTS,.NET 5,,,,,ASP.NET MVC,ASP.NET Web API,ASP.NET Blazor,ASP.NET SignalR,,,,,,,,,,,,Blazor,React,,,,,,Visual Studio Code,,,JetBrains Rider,GitHub,,C#,,,TypeScript,JavaScript,,,,,,,,C#,,,TypeScript,JavaScript,,,,,,,,C#,,,TypeScript,JavaScript,,,,,,,,Amazon Web Services,,Microsoft Azure,,,,,,,Not so familiar,Neither approve nor disapprove,Apache Foundation,,,,,.NET Foundation,,,Met expectations,Met expectations,,,Neither approve nor disapprove,Agree,Agree,6,1,3,4,5,2,,"Contributor (contributes code, logs issues, etc.)",Consumer (downloads and uses),,,No,Yes,Don't Know,Yes,,Yes,,Male,,Europe,,"Between $30,000 and $49,999",201-500,10-Feb,1 to 4 years,,,,,,"Developer, backend",,,,"Developer, fullstack",,,,,,,,,,,
Console apps,,Libraries,,,,,,,.NET Framework 3.5 or earlier,,,,.NET Core 2.1 LTS,,,.NET Core 3.1 LTS,.NET 5,,,,,,ASP.NET Web API,ASP.NET Blazor,,,ASP.NET Razor Pages,,,,Windows Presentation Foundation (WPF),,,,,,Blazor,,,,,,Visual Studio,Visual Studio Code,Visual Studio for Mac,.NET Command Line Interface (CLI),JetBrains Rider,GitHub,,C#,,F#,,,,,,,,,,C#,,F#,,,,,,,,,,C#,,F#,TypeScript,,,,,Go,Rust,,,Amazon Web Services,,,,,,,,AWSSDK.Core,Extremely familiar,Approve,,,,,,,None of the above,,Met expectations,Met expectations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Console apps,Games,Libraries,Microservices,,,Web apps,Web services / APIs,,.NET Framework 3.5 or earlier,.NET Framework 4.0 – 4.7.2,,,,,,.NET Core 3.1 LTS,.NET 5,,,,Entity Framework,,ASP.NET Web API,ASP.NET Blazor,,,,,,,,,,Unity,,,Blazor,React,,,,,Visual Studio,Visual Studio Code,,,,,,C#,,,TypeScript,JavaScript,,,Python,,,,,C#,,,TypeScript,JavaScript,,,Python,,,,,,,F#,,,,,,,,,,,,Microsoft Azure,,,,,,,Not so familiar,Approve,Apache Foundation,,Eclipse Foundation,Linux Foundation,,.NET Foundation,,,Met expectations,Met expectations,,,Approve,Agree,Agree,4,6,3,2,5,1,,"Contributor (contributes code, logs issues, etc.)",Consumer (downloads and uses),,,Yes,Yes,Yes,Yes,,Yes,,Male,,Europe,,"Between $50,000 and $74,999",Nov-50,Nov-50,10 to 14 years,,,,,,"Developer, backend",,"Developer, enterprise",,"Developer, fullstack","Developer, games",,,,,,,,,,
Console apps,,Libraries,Microservices,,,Web apps,Web services / APIs,,,,,,,,,,.NET 5,,,,Entity Framework,,ASP.NET Web API,ASP.NET Blazor,ASP.NET SignalR,,,,,,,,,,,,Blazor,,,,,,Visual Studio,Visual Studio Code,,,,,,C#,,,,JavaScript,,,,,,,,C#,,,,JavaScript,,,,,,,,,,F#,,,,,,Go,,,,,,Microsoft Azure,,,,,,Dapper  Automapper  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Console apps,,Libraries,Microservices,,Native desktop apps,Web apps,Web services / APIs,,,.NET Framework 4.0 – 4.7.2,,.NET Core 2.0 or earlier,.NET Core 2.1 LTS,.NET Core 2.2,.NET Core 3.0,.NET Core 3.1 LTS,.NET 5,,,,Entity Framework,ASP.NET MVC,ASP.NET Web API,,ASP.NET SignalR,,,,ML.NET,,,,,,,Angular,,React,,,,,Visual Studio,Visual Studio Code,,,JetBrains Rider,,,C#,,,,,Java,,,,,,,C#,,,TypeScript,JavaScript,Java,,Python,Go,Rust,Dart,,C#,,,TypeScript,JavaScript,,,,,Rust,Dart,,,,,,,,None,,,Very familiar,Approve,Apache Foundation,,Eclipse Foundation,Linux Foundation,,.NET Foundation,,,Exceeded expectations,Met expectations,I dont have any particular things that stand out,,Strongly approve,Agree,Agree,4,2,3,1,5,6,,"Contributor (contributes code, logs issues, etc.)",Consumer (downloads and uses),,,Don't Know,No,Don't Know,Yes,na,Yes,,Male,,North America,,Prefer not to say,"5,001-10,000",100+,20 years or more,,,,,,,,,,"Developer, fullstack",,,,,,,,,,,
,,,,,Native desktop apps,Web apps,Web services / APIs,,,.NET Framework 4.0 – 4.7.2,.NET Framework 4.8,.NET Core 2.0 or earlier,,,,,.NET 5,,,,Entity Framework,ASP.NET MVC,ASP.NET Web API,,ASP.NET SignalR,ASP.NET WebForms,ASP.NET Razor Pages,,,Windows Forms (WinForms),,,,,,,,,,,Not writing single-page apps,,Visual Studio,Visual Studio Code,,.NET Command Line Interface (CLI),,,,C#,,,,JavaScript,,,,,,,,C#,,,,JavaScript,,C++,Python,,,,,,,,TypeScript,,,C++,,,Rust,,,,,Microsoft Azure,,,,,,Newtonsoft  ,Very familiar,Strongly approve,Apache Foundation,,,Linux Foundation,,.NET Foundation,,,Met expectations,Met expectations,I like that .Net Foundation is a lighthouse for the direction of .NET,,Strongly approve,Agree,Strongly agree,6,1,4,3,2,5,,"Contributor (contributes code, logs issues, etc.)",Consumer (downloads and uses),,,Yes,Yes,Yes,Yes,,Yes,,Male,,Europe,,"Between $100,000 and $150,000",Nov-50,10-Feb,15 to 19 years,,,,,,"Developer, backend",,"Developer, enterprise","Developer, frontend",,,,"Developer, DevOps",,,,,Product manager,,,
Console apps,,,Microservices,,,Web apps,Web services / APIs,,,,,,,,,.NET Core 3.1 LTS,.NET 5,,,,Entity Framework,,ASP.NET Web API,,ASP.NET SignalR,,,,,,,,,,,,,React,,,,,,Visual Studio Code,,,JetBrains Rider,GitHub,,C#,,,,JavaScript,,,Python,,,,,C#,,,,JavaScript,,,,,,,,,,,,,,,,Go,Rust,,,Amazon Web Services,,Microsoft Azure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Libraries,,,,Web apps,Web services / APIs,,,,.NET Framework 4.8,,,,,,.NET 5,,,,Entity Framework,ASP.NET MVC,ASP.NET Web API,ASP.NET Blazor,ASP.NET SignalR,ASP.NET WebForms,ASP.NET Razor Pages,,,,,,,,,,,,,,Not writing single-page apps,,Visual Studio,,,,,,,C#,,,,JavaScript,,,Python,,,,,C#,,,,JavaScript,,,Python,,,,,C#,,,TypeScript,JavaScript,,,Python,,,,,Amazon Web Services,,Microsoft Azure,,,,,,,Very familiar,Strongly approve,Apache Foundation,,,Linux Foundation,,.NET Foundation,,,Met expectations,Met expectations,That it exists. Community involvement is always welcome.,Convince bootcamps that .net it free. So few younger people in .NET these days.,Strongly approve,Strongly agree,Strongly agree,5,3,2,6,1,4,,"Contributor (contributes code, logs issues, etc.)",Consumer (downloads and uses),,,Yes,Yes,Yes,Yes,,Yes,,Male,,North America,,"Over $150,000","10,000+",10-Feb,20 years or more,,,,,,"Developer, backend",,"Developer, enterprise","Developer, frontend","Developer, fullstack",,,"Developer, DevOps",,,,Marketing or sales professional,,"Executive (CXO, VP, etc.)",,
Console apps,,,,,Native desktop apps,Web apps,Web services / APIs,,,.NET Framework 4.0 – 4.7.2,,,.NET Core 2.1 LTS,,,,.NET 5,,,,,,ASP.NET Web API,,,,,,,,Windows Presentation Foundation (WPF),,,,,,,,,,Not writing single-page apps,,Visual Studio,,,.NET Command Line Interface (CLI),,GitHub,,C#,,,TypeScript,,,,,,,,,C#,,,TypeScript,,,,,,,,,C#,,,TypeScript,,,,,,Rust,,"Zig, D",,,Microsoft Azure,,,,,,linq2db  MoreLinq,Extremely familiar,Strongly approve,Apache Foundation,,Eclipse Foundation,Linux Foundation,,.NET Foundation,,,Met expectations,Met expectations,,,Approve,Agree,Strongly agree,6,1,4,2,5,3,Maintainer (leads an open source project),"Contributor (contributes code, logs issues, etc.)",Consumer (downloads and uses),Sponsor (financial support),,Yes,Yes,Yes,Yes,,Yes,,Male,,North America,,"Over $150,000",1,10-Feb,15 to 19 years,,,,Database adminstrator,,"Developer, backend",,"Developer, enterprise",,"Developer, fullstack",,,"Developer, DevOps",,,,,,,Systems admin,
,,,,,,Web apps,Web services / APIs,,,.NET Framework 4.0 – 4.7.2,.NET Framework 4.8,,,,,.NET Core 3.1 LTS,.NET 5,,,,Entity Framework,ASP.NET MVC,,,,,ASP.NET Razor Pages,,,,,,,,,,,,,,Not writing single-page apps,,Visual Studio,Visual Studio Code,,,,,,C#,VB.NET,,,JavaScript,,,,,,,,C#,VB.NET,,,JavaScript,,,,,,,,,,,,,,,Python,,,,,,,Microsoft Azure,,,,,,bootstrap,Not so familiar,Approve,Apache Foundation,Cloud Native Computing Foundation (CNCF),Eclipse Foundation,Linux Foundation,,.NET Foundation,,,Met expectations,Met expectations,,,Strongly approve,Strongly agree,Strongly agree,6,5,1,2,4,3,,"Contributor (contributes code, logs issues, etc.)",,,,No,No,Don't Know,Yes,,Yes,,Male,,North America,,"Between $75,000 and $99,999",Nov-50,1,15 to 19 years,,,,,,,,,,"Developer, fullstack",,,,,,,,,,,
Console apps,,Libraries,Microservices,,,Web apps,Web services / APIs,,,,,,,,,.NET Core 3.1 LTS,.NET 5,,,,,,ASP.NET Web API,,ASP.NET SignalR,,,,,,,,,,,,,React,,,,,Visual Studio,Visual Studio Code,,.NET Command Line Interface (CLI),,,,C#,,,TypeScript,JavaScript,,,,,,,,C#,,F#,TypeScript,JavaScript,,,,,,,,C#,,,TypeScript,,,,Python,,Rust,,,,,Microsoft Azure,,,,,,signalr / protobuff-net / messagepack / STJ / mediatr / xunit / nfluent / nsubstitute,Somewhat familiar,Approve,Apache Foundation,Cloud Native Computing Foundation (CNCF),,Linux Foundation,,.NET Foundation,,,Below expectations,Met expectations,,"having more impact on decision taken especially making sure that communication at MSFT push harder and show how third part should be used    eg:  for SPA, dotnet foundation should push harder making MSFT stop shipping the SPA template and promote the use of `ng` / `create-react-app` and that the Frontend code should never be inside a `csproj` folder but aside in order to be able to be boosted by `VsCode` while `Vs` focus on .net (because VS can't handle front properly at all    Or third part like Mediatr uses, like ""in this kidn of scenario you would use it like this and this ....""",Approve,Neither agree nor disagree,Agree,1,4,3,6,2,5,,"Contributor (contributes code, logs issues, etc.)",Consumer (downloads and uses),,,No,Yes,Yes,Yes,,Yes,,Prefer not to say,,Other (please specify),oversea territories,"Between $50,000 and $74,999",51-200,Nov-50,15 to 19 years,,,,,,"Developer, backend",,"Developer, enterprise","Developer, frontend","Developer, fullstack",,,"Developer, DevOps",,Site engineer,,,,,,
,,Libraries,,,Native desktop apps,Web apps,Web services / APIs,,,.NET Framework 4.0 – 4.7.2,.NET Framework 4.8,,,,,.NET Core 3.1 LTS,.NET 5,,,,Entity Framework,ASP.NET MVC,ASP.NET Web API,ASP.NET Blazor,ASP.NET SignalR,ASP.NET WebForms,ASP.NET Razor Pages,,,Windows Forms (WinForms),,,,,,,,,,,Not writing single-page apps,,Visual Studio,,,,,GitHub,,C#,,,TypeScript,JavaScript,,,,,,,Delphi,C#,,,,JavaScript,,,,,,,Delphi,,,,TypeScript,,,,Python,,,,,,Google Cloud Platform,Microsoft Azure,,,,,,"Identity, NewtonsoftJson, AutoMapper, Serilog",Somewhat familiar,Approve,Apache Foundation,,Eclipse Foundation,Linux Foundation,,.NET Foundation,,Mozilla,Met expectations,Met expectations,DotNet (Core) code is open-source and everybody can access it and contribute.,It would be much appreciated to have better support for desktop applications as well as tools and guidelines for migrating .net Framework web apps to .net 5.0.,Strongly approve,Agree,Strongly agree,5,1,2,6,4,3,,,Consumer (downloads and uses),,,Don't Know,Yes,Yes,Don't know,,Don't Know,,Male,,Europe,,"Between $30,000 and $49,999",Nov-50,10-Feb,5 to 9 years,,,,,,"Developer, backend",,"Developer, enterprise",,"Developer, fullstack",,,,,,,,,,,Solution architect
Console apps,,Libraries,Microservices,,Native desktop apps,Web apps,Web services / APIs,,,,.NET Framework 4.8,,,,.NET Core 3.0,.NET Core 3.1 LTS,.NET 5,,,,Entity Framework,ASP.NET MVC,ASP.NET Web API,ASP.NET Blazor,,,ASP.NET Razor Pages,Xamarin,,Windows Forms (WinForms),Windows Presentation Foundation (WPF),,,,,Angular,Blazor,,,,,,Visual Studio,Visual Studio Code,,.NET Command Line Interface (CLI),,GitHub,,C#,,,TypeScript,JavaScript,,,Python,,,,,C#,VB.NET,,TypeScript,JavaScript,Java,,Python,Go,Rust,,,,,F#,,,,,,,,,,Amazon Web Services,,Microsoft Azure,,,,,,nUnit,Extremely familiar,Approve,Apache Foundation,Cloud Native Computing Foundation (CNCF),,Linux Foundation,,.NET Foundation,,,Met expectations,Exceeded expectations,"Honestly, I'm a member and other than contributing to .Net projects I'm not sure what we do.",I'm not sure,Approve,Strongly agree,Strongly agree,4,1,3,5,2,6,Maintainer (leads an open source project),"Contributor (contributes code, logs issues, etc.)",Consumer (downloads and uses),Sponsor (financial support),,Yes,Yes,Yes,Yes,,Yes,,Non-binary,,North America,,"Between $100,000 and $150,000","501-1,000",10-Feb,15 to 19 years,,,,,,"Developer, backend",,,,"Developer, fullstack",,,,Educator,,,,,,,
Console apps,,Libraries,Microservices,,,,Web services / APIs,,,,,,,,,.NET Core 3.1 LTS,.NET 5,,,,,,ASP.NET Web API,ASP.NET Blazor,,,,,,,,,,,,,Blazor,,,,,,,Visual Studio Code,,.NET Command Line Interface (CLI),JetBrains Rider,GitHub,,C#,,,TypeScript,JavaScript,,,,,,,,C#,,,TypeScript,JavaScript,,,,Go,,,,,,,,,,,,,Rust,,,,,Microsoft Azure,,,,,,ListPool  Polly  Prometheus-net  Swahshbuckle  Serilog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Microservices,Mobile apps,,Web apps,Web services / APIs,,,.NET Framework 4.0 – 4.7.2,,,,,,,,Mono / Xamarin,,,,ASP.NET MVC,ASP.NET Web API,,,,,Xamarin,,,,,,,,,,,,None,Not writing single-page apps,,Visual Studio,Visual Studio Code,Visual Studio for Mac,,,GitHub,,C#,,,,,Java,,,,,,,C#,,,,JavaScript,Java,,,,,,,,,,,,,,Python,,,,,,,Microsoft Azure,,,,,,1. NewtonSoft.Json  2. Xamarin.Essentials  3. Log4net  4. BenchmarkDotNet  ,Somewhat familiar,Approve,Apache Foundation,,,Linux Foundation,,.NET Foundation,,,Met expectations,Met expectations,Transparency and intent to make .NET open source more organized. Effort to make more of .NET open source,"More effort to make Xamarin stable and related mobile technology are open sourced like Xamarin.UITest, Appcenter. Make it easy to find easier items to start contributing for .NET community.",Approve,Agree,Neither agree nor disagree,3,1,6,2,4,5,,"Contributor (contributes code, logs issues, etc.)",Consumer (downloads and uses),,,Yes,Yes,Yes,Yes,,Yes,,Male,,Asia,,"Between $50,000 and $74,999","1,001-5000",10-Feb,5 to 9 years,,,,,,"Developer, backend",,,"Developer, frontend",,,"Developer, mobile",,,,,,,,,
,,,Microservices,Mobile apps,Native desktop apps,,Web services / APIs,,,,,,,,,.NET Core 3.1 LTS,,Mono / Xamarin,,,Entity Framework,,ASP.NET Web API,,ASP.NET SignalR,,,Xamarin,,,,,,,,,,React,,,,,,Visual Studio Code,Visual Studio for Mac,,JetBrains Rider,,,C#,,,TypeScript,,,,,,Rust,,,C#,,,TypeScript,,,,,,Rust,,,,,,,,,,,,Rust,,,,,Microsoft Azure,,,,,Mongodb’s atlas for Realm,System.text.json,Very familiar,Approve,Apache Foundation,Cloud Native Computing Foundation (CNCF),,Linux Foundation,,.NET Foundation,,,Met expectations,Met expectations,Lead on ways to make .net OSS community broader and more sustainable/profitable for contributors/maintainers,,Strongly approve,Agree,Strongly agree,1,4,2,5,3,6,,"Contributor (contributes code, logs issues, etc.)",Consumer (downloads and uses),,,Yes,Yes,Yes,Yes,,Yes,,Male,,North America,,"Over $150,000",Nov-50,10-Feb,1 to 4 years,,,,,,"Developer, backend","Developer, devices",,,"Developer, fullstack",,"Developer, mobile",,,,,,,,,
,,,,,,Web apps,Web services / APIs,,,,,,,,,.NET Core 3.1 LTS,.NET 5,,,,,ASP.NET MVC,ASP.NET Web API,ASP.NET Blazor,ASP.NET SignalR,,ASP.NET Razor Pages,,,,,,,,,,,React,,,,,Visual Studio,Visual Studio Code,,,,,,C#,,,,JavaScript,,,,Go,,,,C#,,,,JavaScript,,,,Go,,,,,,,,,,,Python,,,,,,,,,,,None,,Microsoft.EntityFrameworkCore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Console apps,,Libraries,,,,Web apps,Web services / APIs,,,,,,,,,.NET Core 3.1 LTS,.NET 5,,,,,,ASP.NET Web API,,,,ASP.NET Razor Pages,,,,,,,,,,,React,,,,Svelte,,Visual Studio Code,,.NET Command Line Interface (CLI),,,,C#,,F#,TypeScript,,,,,,,,Scala,C#,,F#,TypeScript,,,,,,Rust,,"Scala, Julia",,,,,,,,,,Rust,,Julia,,Google Cloud Platform,Microsoft Azure,,,,,Hetzner Cloud,"Dapper, Newtonsoft.Json, DotVVM, prometheus-net, AngleSharp",Not so familiar,Neither approve nor disapprove,Apache Foundation,,,Linux Foundation,,.NET Foundation,,,Below expectations,Met expectations,I don't know what is it doing,I'd like it to support .NET open source libraries,Neither approve nor disapprove,Agree,Neither agree nor disagree,1,5,6,4,2,3,Maintainer (leads an open source project),"Contributor (contributes code, logs issues, etc.)",Consumer (downloads and uses),,,Yes,Yes,Yes,Yes,,Yes,,Male,,Europe,,"Between $15,000 and $29,999",51-200,10-Feb,5 to 9 years,,,,,,"Developer, backend",,,,,,,,,,,,,,,
